"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"RR","ENEG",3.35457579258118,146,"ENEG:RR",3.405
"RR","EPH",5.04720125786164,88,"EPH:RR",3.405
"RR","IP",4.52763985435286,117,"IP:RR",3.405
"RR","MNN",3.13547169811321,152,"MNN:RR",3.405
"RR","MT",3.59635220125786,141,"MT:RR",3.405
"RR","NC",3.92433962264151,137,"NC:RR",3.405
"RR","NDE",4.61952894365293,116,"NDE:RR",3.405
"RR","PTEMP",4.72836477987421,110,"PTEMP:RR",3.405
"RR","PTIME",4.81422837457729,101,"PTIME:RR",3.405
"RR","PYRID",3.59682389937107,140,"PYRID:RR",3.405
"RR","PYRRO",4.29352201257862,121,"PYRRO:RR",3.405
"RR","RAMAN",4.47597484276729,103,"RAMAN:RR",3.405
"RR","RR",4.86591194968553,95,"RR:RR",3.405
"RR","ZIF",4.14322469982847,96,"ZIF:RR",3.405
"ZIF","BET",7.60503144654088,79,"BET:ZIF",4.95725
"ZIF","CL",6.42993710691824,53,"CL:ZIF",4.95725
"ZIF","ENEG",6.43685021178283,122,"ENEG:ZIF",4.95725
"ZIF","EPH",6.21069182389937,59,"EPH:ZIF",4.95725
"ZIF","IP",7.39043363124793,86,"IP:ZIF",4.95725
"ZIF","MNN",7.37735849056604,109,"MNN:ZIF",4.95725
"ZIF","MT",7.57440251572327,92,"MT:ZIF",4.95725
"ZIF","NC",6.90220125786163,89,"NC:ZIF",4.95725
"ZIF","NDE",6.82271210370941,84,"NDE:ZIF",4.95725
"ZIF","PTEMP",6.93622641509434,65,"PTEMP:ZIF",4.95725
"ZIF","PTIME",6.97857210581208,50,"PTIME:ZIF",4.95725
"ZIF","PYRID",6.96704402515723,87,"PYRID:ZIF",4.95725
"ZIF","PYRRO",6.85352201257862,65,"PYRRO:ZIF",4.95725
"ZIF","RAMAN",6.35012578616352,70,"RAMAN:ZIF",4.95725
"ZIF","RR",6.47421383647799,64,"RR:ZIF",4.95725
"ZIF","ZIF",7.18686868686869,0,"ZIF:ZIF",4.95725
