iter	RMSE
0	31.56642119
1	31.14724632
2	30.74351322
3	30.35620802
4	29.99480482
5	29.66432468
6	29.37294071
7	29.07439946
8	28.72933007
9	28.46700618
10	28.16669991
11	27.89349682
12	27.64101419
13	27.42274149
14	27.19744927
15	27.01913739
16	26.82148288
17	26.61739711
18	26.39778532
19	26.20355267
20	26.01765593
21	25.82951483
22	25.66993596
23	25.54521252
24	25.38792483
25	25.22604558
26	25.08365039
27	24.93519584
28	24.77352917
29	24.63720084
30	24.48768577
31	24.34429938
32	24.20201517
33	24.0891602
34	23.95759818
35	23.84436806
36	23.75574708
37	23.63441129
38	23.53774556
39	23.44166524
40	23.36424158
41	23.29744425
42	23.16821896
43	23.10034709
44	23.00368425
45	22.92854847
46	22.8288849
47	22.74642734
48	22.66372827
49	22.60667009
50	22.52131305
51	22.44884771
52	22.3496787
53	22.25342263
54	22.20409722
55	22.13582171
56	22.06690153
57	22.00387222
58	21.93817077
59	21.83731022
60	21.78731215
61	21.73766344
62	21.69714588
63	21.61870097
64	21.52766091
65	21.45478572
66	21.38732067
67	21.34028994
68	21.27211673
69	21.23529601
70	21.17662835
71	21.12740751
72	21.08775639
73	21.03293913
74	20.95380787
75	20.90494502
76	20.85586454
77	20.79814616
78	20.72629504
79	20.66102664
80	20.59660382
81	20.53181603
82	20.49152309
83	20.45906579
84	20.41007467
85	20.37627471
86	20.34086471
87	20.29441665
88	20.25301444
89	20.20211914
90	20.15846292
91	20.1202413
92	20.05584612
93	19.99815789
94	19.93143737
95	19.88629215
96	19.84794323
97	19.81636826
98	19.78499578
99	19.71955112
100	19.6690529
101	19.62845402
102	19.59692467
103	19.5528111
104	19.52149444
105	19.51052497
106	19.47159666
107	19.43444393
108	19.3930825
109	19.35115557
110	19.31546268
111	19.25164501
112	19.21872098
113	19.20102341
114	19.15914962
115	19.13005182
116	19.08352007
117	19.04371277
118	18.9975527
119	18.96311742
120	18.9396895
121	18.90297652
122	18.88408048
123	18.84698766
124	18.79240597
125	18.74584383
126	18.70911239
127	18.66203891
128	18.62641771
129	18.59346254
130	18.56487553
131	18.53412247
132	18.49637673
133	18.45917582
134	18.41032325
135	18.37391979
136	18.35979322
137	18.32303035
138	18.30068669
139	18.26368159
140	18.23191953
141	18.20884972
142	18.17951742
143	18.12950008
144	18.08069347
145	18.05869771
146	18.02644458
147	17.99626193
148	17.96571143
149	17.93674423
150	17.89462888
151	17.88819042
152	17.85227235
153	17.81095598
154	17.76215353
155	17.72490706
156	17.6872357
157	17.66753801
158	17.64251245
159	17.60902905
160	17.58151501
161	17.55031194
162	17.52425529
163	17.49194779
164	17.47240185
165	17.44286833
166	17.40014595
167	17.34672594
168	17.32096084
169	17.30744884
170	17.28144225
171	17.24922248
172	17.2195142
173	17.19320198
174	17.16100653
175	17.12714042
176	17.11213575
177	17.07296684
178	17.0424835
179	17.02367522
180	16.97893544
181	16.96131254
182	16.9388729
183	16.91719695
184	16.89618846
185	16.88553545
186	16.86927902
187	16.84521087
188	16.7971042
189	16.77152749
190	16.76050571
191	16.73329172
192	16.71145445
193	16.68303959
194	16.65142396
195	16.6294046
196	16.61252178
197	16.59023421
198	16.56001558
199	16.53466426
200	16.49952286
201	16.49030861
202	16.4619763
203	16.43292151
204	16.40851924
205	16.39640711
206	16.36759115
207	16.35533316
208	16.30690152
209	16.26896814
210	16.25433125
211	16.20812503
212	16.17251693
213	16.1372559
214	16.08875197
215	16.05252894
216	16.02707514
217	15.99175559
218	15.94967609
219	15.92011252
220	15.8901817
221	15.84781551
222	15.83596494
223	15.80273138
224	15.78933901
225	15.78039176
226	15.75174738
227	15.71522124
228	15.66329869
229	15.62619507
230	15.59788556
231	15.57203505
232	15.53586273
233	15.51729087
234	15.47918071
235	15.46772634
236	15.45039459
237	15.4328764
238	15.38873013
239	15.35760632
240	15.32997195
241	15.32408603
242	15.28392009
243	15.25851516
244	15.24067219
245	15.19659687
246	15.15459785
247	15.12413502
248	15.10715229
249	15.07449568
250	15.06975895
251	15.05348579
252	15.02894198
253	15.00406575
254	14.96543688
255	14.94707385
256	14.91370721
257	14.86986123
258	14.82577671
259	14.8138043
260	14.78161643
261	14.74836741
262	14.72452619
263	14.68842017
264	14.64427402
265	14.63986219
266	14.63639589
267	14.59536691
268	14.56395562
269	14.529216
270	14.48682883
271	14.45459683
272	14.42559979
273	14.38221882
274	14.33614996
275	14.30952402
276	14.27410976
277	14.25299206
278	14.22738521
279	14.22373145
280	14.19814994
281	14.19451034
282	14.19062686
283	14.16285277
284	14.1311391
285	14.11584718
286	14.07541446
287	14.04482118
288	14.01896405
289	13.9914593
290	13.96657553
291	13.96306226
292	13.93550518
293	13.93206854
294	13.91072221
295	13.87634802
296	13.85137691
297	13.8276641
298	13.77936213
299	13.7578045
300	13.71434193
301	13.67883161
302	13.65091374
303	13.61832355
304	13.57929368
305	13.54185779
306	13.51675515
307	13.49138551
308	13.47342258
309	13.45048592
310	13.44733437
311	13.42138145
312	13.41850286
313	13.39338561
314	13.36238008
315	13.32081582
316	13.31755672
317	13.28815663
318	13.26236436
319	13.23222446
320	13.19369634
