iter	RMSE
191	0.2047481911
192	0.2038485243
193	0.2030324473
194	0.2023139701
195	0.2017820617
196	0.2011951562
197	0.2007722368
198	0.1998505141
199	0.1993030515
200	0.1986861343
201	0.1978533036
202	0.1964505947
203	0.1956523049
204	0.194700343
205	0.1939351095
206	0.1933947828
207	0.1929935094
208	0.1921621777
209	0.1912402219
210	0.190839504
211	0.1902643193
212	0.1895139172
213	0.1888155982
214	0.1881659276
215	0.1879874594
216	0.1873697041
217	0.1866809826
218	0.1859345632
219	0.1849163331
220	0.1842070059
221	0.1836184359
222	0.182788984
223	0.1816631349
224	0.1807652406
225	0.179884406
226	0.1790970389
227	0.1787454569
228	0.1779037359
229	0.1772644535
230	0.1768497985
231	0.1762030569
232	0.1752484032
233	0.1747173293
234	0.1740588197
235	0.1730894467
236	0.172471754
237	0.1718187612
238	0.1712848472
239	0.1709150138
240	0.1699544128
241	0.1691395585
242	0.1684438501
243	0.1680523493
244	0.167597804
245	0.166451411
246	0.1663719716
247	0.1657195053
248	0.1649098948
249	0.1643673095
250	0.1636078775
251	0.1630711414
252	0.1629869525
253	0.1622183351
254	0.1615080535
255	0.160911522
256	0.1602347006
257	0.1598111142
258	0.1595241832
259	0.1592157789
260	0.1589666926
261	0.1584145257
262	0.1579335948
263	0.1575804647
264	0.1570395453
265	0.1564528059
266	0.1559614326
267	0.1551028712
268	0.1547652256
269	0.1542901751
270	0.1539002906
271	0.153642318
272	0.1527686945
273	0.1522766487
274	0.1513439165
275	0.1508724102
276	0.1500474994
277	0.1493884789
278	0.1488085082
279	0.1480732956
280	0.1472696154
281	0.1466873647
282	0.1462656546
283	0.1458767842
284	0.1453394559
285	0.1445296855
286	0.1440216459
287	0.1433220537
288	0.1428041787
289	0.1421057665
290	0.1416148951
291	0.1413145456
292	0.1409766217
293	0.1405371001
294	0.1399826981
295	0.1396251673
296	0.1389286334
297	0.1382796877
298	0.1379430533
299	0.1375434986
300	0.1373464118
301	0.1368885864
302	0.1365977552
303	0.1361723235
304	0.1359713798
305	0.1355852156
306	0.1350058559
307	0.1345231915
308	0.1339825011
309	0.1335028817
310	0.1330123314
311	0.1327480171
312	0.1322640018
313	0.1316195977
314	0.1312449997
315	0.1308692006
316	0.1306593164
317	0.1304965774
318	0.1300422105
319	0.129824945
320	0.1296752822
321	0.1293373314
322	0.1289842347
323	0.1287620551
324	0.1284036455
325	0.1281520709
326	0.1279268264
327	0.1276160994
328	0.1271427834
329	0.126777622
330	0.1262957574
331	0.1260112205
332	0.1256030764
333	0.1250837949
334	0.1244613205
335	0.124079436
336	0.1238437686
337	0.123287208
338	0.1229163767
339	0.1225313831
340	0.1221321451
341	0.1215108378
342	0.1212550765
343	0.1209284726
344	0.1203584296
345	0.1200567079
346	0.1195718287
347	0.1191289356
348	0.1188038496
349	0.1185455766
350	0.1181696804
351	0.1178219897
352	0.1175748833
353	0.1171501688
354	0.1168705447
355	0.1165775604
356	0.1163490706
357	0.1161076218
358	0.1157139876
359	0.115273931
360	0.1150298645
361	0.1149918731
362	0.1147278128
363	0.1144304066
364	0.1140937764
365	0.1137897077
366	0.1135595169
367	0.1132869599
368	0.1129954362
369	0.1128293575
370	0.1124843598
371	0.1121277898
372	0.1116416372
373	0.1112917319
374	0.1106999872
375	0.1104581609
376	0.1102053165
377	0.1101133038
378	0.1097102524
379	0.1092801447
380	0.1089852383
381	0.1087912111
382	0.1081758666
383	0.1079356434
384	0.1075362182
385	0.1073279404
386	0.1070894208
387	0.1068487959
388	0.1064437735
389	0.1061345275
390	0.1059348315
391	0.1055776168
392	0.105420127
393	0.1051209206
394	0.1045863266
395	0.1044002267
396	0.1041061699
397	0.1036952691
398	0.103560816
399	0.1034868673
