"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"EC","PYRID",6.63288888888889,21,"PYRID:EC",3.64
"EC","PYRRO",6.17022222222222,12,"PYRRO:EC",3.64
"EC","RAMAN",8.31733333333333,21,"RAMAN:EC",3.64
"EC","RR",7.27644444444444,11,"RR:EC",3.64
"ENEG","BET",7.78222222222222,10,"BET:ENEG",2.4396
"ENEG","CL",9.27777777777778,10,"CL:ENEG",2.4396
"ENEG","EC",7.67644444444444,21,"EC:ENEG",2.4396
"ENEG","ENEG",8.40408163265306,27,"ENEG:ENEG",2.4396
"ENEG","EPH",9.368,16,"EPH:ENEG",2.4396
"ENEG","IP",6.65111111111111,32,"IP:ENEG",2.4396
"ENEG","MNN",7.61377777777778,12,"MNN:ENEG",2.4396
"ENEG","MT",6.82755555555556,11,"MT:ENEG",2.4396
"ENEG","NC",7.21822222222222,6,"NC:ENEG",2.4396
"ENEG","NDE",8.37361111111111,18,"NDE:ENEG",2.4396
"ENEG","PTIME",8.58933333333333,7,"PTIME:ENEG",2.4396
"ENEG","PYRID",7.08088888888889,13,"PYRID:ENEG",2.4396
"ENEG","PYRRO",6.05955555555555,11,"PYRRO:ENEG",2.4396
"ENEG","RAMAN",9.764,16,"RAMAN:ENEG",2.4396
"ENEG","RR",7.73155555555556,8,"RR:ENEG",2.4396
"EPH","BET",6.07022222222222,22,"BET:EPH",2.86
"EPH","CL",6.01333333333333,27,"CL:EPH",2.86
"EPH","EC",6.33511111111111,27,"EC:EPH",2.86
"EPH","ENEG",4.40181405895692,37,"ENEG:EPH",2.86
"EPH","EPH",5.512,34,"EPH:EPH",2.86
"EPH","IP",5.51555555555556,33,"IP:EPH",2.86
"EPH","MNN",5.68444444444444,25,"MNN:EPH",2.86
"EPH","MT",6.224,17,"MT:EPH",2.86
"EPH","NC",5.01111111111111,20,"NC:EPH",2.86
"EPH","NDE",6.2587962962963,26,"NDE:EPH",2.86
"EPH","PTIME",6.46577777777778,21,"PTIME:EPH",2.86
"EPH","PYRID",5.72088888888889,23,"PYRID:EPH",2.86
"EPH","PYRRO",5.25688888888889,17,"PYRRO:EPH",2.86
