"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"RAMAN","EPH",2.1474358974359,156,"EPH:RAMAN",3.23
"RAMAN","FLOWCELL",2.94702328323018,146,"FLOWCELL:RAMAN",3.23
"RAMAN","IP",4.53430981798857,105,"IP:RAMAN",3.23
"RAMAN","MNN",2.60759615384615,147,"MNN:RAMAN",3.23
"RAMAN","MT",3.09682692307692,145,"MT:RAMAN",3.23
"RAMAN","NC",3.39141025641026,118,"NC:RAMAN",3.23
"RAMAN","NDE",3.53221480900052,123,"NDE:RAMAN",3.23
"RAMAN","PTEMP",3.37096153846154,107,"PTEMP:RAMAN",3.23
"RAMAN","PYRID",2.85996794871795,139,"PYRID:RAMAN",3.23
"RAMAN","PYRRO",3.47179487179487,132,"PYRRO:RAMAN",3.23
"RAMAN","RAMAN",3.55346153846154,112,"RAMAN:RAMAN",3.23
"RAMAN","RR",3.43910256410256,106,"RR:RAMAN",3.23
"RR","BET",4.30538461538462,108,"BET:RR",4.3
"RR","CL",4.02948717948718,126,"CL:RR",4.3
"RR","ENEG",3.40882467786021,148,"ENEG:RR",4.3
"RR","EPH",3.27589743589744,148,"EPH:RR",4.3
"RR","FLOWCELL",4.44459180666077,143,"FLOWCELL:RR",4.3
"RR","IP",4.66042247907533,104,"IP:RR",4.3
"RR","MNN",3.90317307692308,133,"MNN:RR",4.3
"RR","MT",3.71573717948718,135,"MT:RR",4.3
"RR","NC",3.75596153846154,117,"NC:RR",4.3
"RR","NDE",4.50212585034014,119,"NDE:RR",4.3
"RR","PTEMP",3.95147435897436,95,"PTEMP:RR",4.3
"RR","PYRID",4.18423076923077,120,"PYRID:RR",4.3
"RR","PYRRO",4.20384615384615,124,"PYRRO:RR",4.3
"RR","RAMAN",4.1713782051282,105,"RAMAN:RR",4.3
"RR","RR",4.12339743589744,83,"RR:RR",4.3
"ZIF","BET",6.26076923076923,80,"BET:ZIF",5.96405
"ZIF","CL",6.42166666666667,87,"CL:ZIF",5.96405
"ZIF","ENEG",6.1431407002473,132,"ENEG:ZIF",5.96405
"ZIF","EPH",6.745,112,"EPH:ZIF",5.96405
"ZIF","FLOWCELL",7.48283230179782,119,"FLOWCELL:ZIF",5.96405
"ZIF","IP",5.94941543775741,92,"IP:ZIF",5.96405
"ZIF","MNN",6.81173076923077,94,"MNN:ZIF",5.96405
"ZIF","MT",6.25980769230769,110,"MT:ZIF",5.96405
"ZIF","NC",6.15185897435897,69,"NC:ZIF",5.96405
"ZIF","NDE",6.36548273155416,97,"NDE:ZIF",5.96405
"ZIF","PTEMP",5.09660256410256,67,"PTEMP:ZIF",5.96405
"ZIF","PYRID",6.00121794871795,90,"PYRID:ZIF",5.96405
"ZIF","PYRRO",6.90192307692308,83,"PYRRO:ZIF",5.96405
"ZIF","RAMAN",5.95637820512821,69,"RAMAN:ZIF",5.96405
"ZIF","RR",5.3349358974359,55,"RR:ZIF",5.96405
