IP,ENEG,NDE,GRAPHENE,CTUBE,BIO,MT,NC,MNN,PYRID,PYRRO,RAMAN,BET,PTEMP,PTIME,RR,FLOWCELL,EC,CL,CPGC,EPH,TOF
8.95,1.69,10,1,0,0,18.4,14.72554628,4,64,4.8,1.07,303,850,0.0833,1,0,0.5,1.5,1,7.2,1.580072259
7.83,1.83,6,0,0,0,2.025858001,4.954544025,4,37.2,21.4,0.99,632.92808,800,2,2,0,0.5,2.5,1,7.2,1.389663327
7.61,1.91,8,0,0,0,9.25,3.407424121,12,44.69661881,14.590088,1.404130333,769.2539398,1000,2,5,0,0.5,0.8,1,7.2,1.027388239
7.61,1.91,8,0,1,0,0.087,2.5,4.2,40.81781672,36.49142023,0.990054166,607.4975982,700,2,4.883315528,0,0.1,1,1,6.8,3.403099584
7.83,1.83,6,0,0,0,3,3,4,38.7,8,1.118621251,430.1,900,2,5,0,0.5,1,0,7.2,2.07495575
7.61,1.91,8,0,0,0,14.11403542,11.96760386,4,60.54522193,0,1.01721483,579.5449365,500,2,5,0,0.5,1,1,7.2,1.968204627
7.61,1.91,8,0,0,0,0.889,2.83,2,47.43117011,26.99115044,0.91,280.8,900,2,5,0,0.5,0.6,1,7.2,3.38434299
7.61,1.91,8,0,0,0,0.199,2.81,3.5,25.5,2.83,1.019782918,57,1000,1,5,0,0.5,0.3,1,7.2,3.9878685
7.61,1.91,8,0,0,0,38,16.4,0.64,74.97385849,25.02614151,1.02,150.1,550,2,5,0,0.5,1,1,7.2,1.668908401
7.4,1.55,5,1,0,0,0.049,4.2,5.1,44.1,33.35,1.201357647,1192,900,1,3,0,0.5,0.5,1,7.2,4.581639525
7.61,1.91,8,0,0,1,5,8.4,4,49,19,1.12,724.774937,900,2.174619654,4.943338371,0,0.5,1,1,7.2,2.595578204
7.83,1.83,6,0,0,0,1.75,7.556611419,4,45.39,11.35,1.055266294,367,900,1,6.246802621,0,0.5,1,0,7.2,2.412718644
7.61,1.91,8,0,0,0,28,14.5,1.95,55.50787935,44.49212065,1.023623406,168.9,550,2,5,0,0.5,1,1,7.2,1.416981684
7.61,1.91,8,0,0,0,13.18585375,10.65163902,4,58.69083197,0,1.020776112,601.1285316,450,2,5,0,0.5,1,1,7.2,2.137223767
7.69,1.9,10,0,0,0,1.02,7.888918341,3.9,55.34003831,0,1.09,887.8015291,900,3,5,0,0.1,1,1,6.8,2.314760829
7.83,1.83,6,0,0,0,0.66,7.15,3.3,53.98373984,14.14634146,1.251707369,1246,900,2,4.702675374,0,0.5,1,1,7.2,2.467326822
7.61,1.91,8,0,0,0,8.2,38.23361945,2.1,74.86590282,25.13409718,1.08,91.4,550,2,5,0,0.5,1,1,7.2,2.193572389
7.61,1.91,8,0,0,0,2.53,2.75,4,21.19,28.43,1.18,480,700,1,1,0,0.5,1.3,1,7.2,2.123776906
7.61,1.91,8,0,0,0,1.09,2.23,3.7,48.04671,26.34905,1.031,1414.1,1000,1,2,1,0.5,0.6,1,7.4,4.441970616
7.69,1.9,10,0,0,0,1.43,4.82,4,49.51,17.07,0.94,459,800,2,5.333,0,0.5,0.3,1,7.2,1.915732756
7.83,1.83,6,0,0,0,1.33,7.46479067,4,44.97,10.46,1.076426567,364.5,900,1,5.852921608,0,0.5,1,0,7.2,2.082124692
7.61,1.91,8,0,0,0,5.32,7.8558956,3.83,54.4,16.7,1.020621516,932.8082073,1000,3,5,1,0.5,3,1,13.6,3.456838571
7.81,1.88,7,0,0,0,0.83,2.893584137,4,52.62841956,19.63034232,1.875726211,1149.935148,70,3,5.787242461,0,0.1,4.88,1,6.8,2.486729674
8.3,2.2,10,0,0,1,2.95,6.736730952,3.5,42.12796898,9.335918565,1.118881966,414.8779231,900,2,3,0,0.5,0.2,1,7.2,2.305135197
7.61,1.91,8,0,0,0,1.89,7.034796702,3.7,45.01686879,39.81034011,1.04919271,113,1000,2,5,0,0.5,0.8,1,7.2,3.315166346
7.61,1.91,8,0,0,0,0.726565595,11.21732029,4,44.60486322,21.23100304,0.923443821,367.0177752,800,1,10.2755176,0,0.5,0.2,0,7.2,3.571707283
7.83,1.83,6,0,0,0,0.64,10.15,4,61.49936468,19.69504447,0.94,705,900,4,3,0,1,2,1,8.8,2.200848751
7.61,1.91,8,1,0,0,6.9,8.424053575,2,47.52570273,39.00275896,2.57,442.8072677,800,1,2.679615136,0,0.5,0.5,1,7.2,2.929337294
7.61,1.91,8,0,0,1,2.7,11,3,55.4,28,0.996860161,383.5084337,700,1,5.431494146,0,0.5,0.368741556,0,7.3,2.114668534
7.61,1.91,8,0,0,0,1.05,1.42,3.6,58.2677,16.21837,1.041,1421.2,1000,1,2,0,0.5,0.6,1,7.4,3.281117007
7.81,1.88,7,0,0,0,1.6,3.012057865,4,32.8358209,8.208955224,1,1036,1000,3,3,0,0.1,0.2,1,6.8,3.019673456
9.35,1.65,10,0,0,0,0.1,0.77,4,71.42857143,18.18181818,3.11,1402.4,1000,1,9.020795147,0,0.5,1,1,7.2,3.432555984
7.69,1.9,10,0,0,0,1.11,14.6,4,45.9,32.9,1.8,807,900,2,2,0,0.1,0.76,0,6.8,2.565317415
7.81,1.88,7,0,0,0,3.82,8.900250026,5,40.73171633,18.40244602,1.155020745,529.4640969,400,2,2,0,0.2,0.3,1,7,2.336072967
7.61,1.91,8,0,0,0,1.93,1.9,3.5,61.00364452,30.50182226,1.755946747,1369,650,2,10,1,0.5,2,1,7.2,2.896496265
7.4,1.55,5,1,0,0,1.90887931,7.33,4,36.59432841,25.78088087,1.133385547,431.0144192,750,3,4.205587224,0,0.5,0.2,0,7.2,0.716294426
7.83,1.83,6,0,0,0,0.927554774,4.365904366,3.8,46.5,42.1,0.943834423,102.20606,900,1,30,0,0.1,0.75,0,6.8,2.390719067
7.81,1.88,7,0,0,0,1.22,2.751068733,4,53.28899487,19.10123359,1.898754538,1149.754734,70,3,5.613669392,0,0.1,4.88,1,6.8,1.107829077
7.81,1.88,7,0,0,0,1.57,4.76,4,41.58,17.59,0.93,448,800,2,5.333,0,0.5,0.3,1,7.2,2.746853099
7.61,1.91,8,0,0,0,0.14,6.47,4,39.5,7.2,1.05,445,800,5,2,0,0.5,0.255,0,7.2,3.606316571
7.83,1.83,6,0,1,0,6.665028564,16.67332146,4,33.9,58.9,1.01,635.15,800,2,6.011199938,0,0.5,1,0,7.2,0.587745625
7.69,1.9,10,0,0,1,4.17,5.1,12,39.65,46.81,0.98,40.1,900,1,5,0,0.1,0.8,1,6.8,1.065905522
7.61,1.91,8,1,0,0,17.62886598,15.395189,4,62.77311618,23.5883447,0.7,308,800,1,10,1,0.5,0.5,1,7.2,2.35027695
7.83,1.83,6,0,0,0,0.812143479,7.444648555,5,47.2,31.5,1.066881382,333,1050,1,7.225346739,0,0.1,0.8,0,6.7,1.809451524
7.61,1.91,8,0,0,0,0.44,4.42,4,50,21,0.91,274,800,2,2,0,0.5,1,1,7.3,2.439509011
7.83,1.83,6,0,0,0,2.6,3.825766306,4,25,19,1.08,639,900,3,3.870799424,0,0.1,0.2,1,6.8,2.146345382
9.35,1.65,10,1,0,0,1.640685336,6.067461187,3.58418,54.5112782,31.43072176,0.79,647.2984663,800,1,8.928576743,0,0.5,2,1,7.2,2.153826117
7.61,1.91,8,0,1,0,7.53,8.808216874,4,55.3,19.3,1.015205425,496.3234922,650,3,5,0,0.5,0.5,1,7.3,1.811949879
7.54,1.93,10,0,0,0,0.088,10.24527815,2,53.84,26.37,1.02,945.7,1000,1,4.627639628,0,0.1,0.797946442,1,6.8,3.724110658
7.83,1.83,6,0,0,0,1.3,4.52,4,53.09734513,23.67256637,0.99,1148,900,2,3,0,0.5,2,1,7.3,2.114707012
7.61,1.91,8,0,0,0,1,1.35,4,49.05959665,20.31497847,0.994205988,552.5830878,950,2,5,0,0.1,1,1,6.8,2.569763942
7.83,1.83,6,0,0,0,3.4,5.270791155,4,64.9751733,16.84130836,0.907638376,623.4831989,1050,1,8.02780492,0,0.5,1,1,7.2,1.682775112
7.61,1.91,8,0,0,0,2.07,7.29,2.7,53.6351166,29.76680384,1.109732707,923,1000,4,3,0,1,0.226,1,8.8,3.628196857
7.83,1.83,6,0,0,0,0.69,13.68,3.8,69.51724138,17.65517241,1.130726561,1247,800,2,4.636527342,0,0.5,1,1,7.2,2.386280615
7.61,1.91,8,1,0,0,0.48,9.068144027,3,42.83164119,14.84993864,1.48,126,800,1,2.3,0,0.5,0.769501399,1,7.2,4.142565526
9.35,1.65,10,0,0,0,0.77,0.61,4,68.85245902,14.75409836,3.02,1239.9,900,1,8.862294107,0,0.5,1,1,7.2,1.899406306
7.25,2.02,10,0,0,0,0.2,5.145317655,3.8,31.46,21.44,1.01,355.4,1000,3,2,0,0.1,0.963441124,1,7,3.90966126
7.61,1.91,8,1,0,0,3.769866261,9.215065035,4,48.32413249,28.3714511,1.07430794,304,900,2,3,0,0.5,0.1,0,7.3,4.225244824
7.83,1.83,6,0,0,0,2.358814426,4.95598705,4.4,41.42857143,13.98221931,0.93,622.18399,900,1,10,0,0.1,0.4,1,6.8,3.108602782
7.83,1.83,6,0,0,0,1.458713195,2.291780881,8,29.5,5.5,1.099537009,480.5,950,0.667,10,0,0.1,1,0,6.8,2.391094467
7.61,1.91,8,0,0,0,2.08994,19.38522,3.6,63.54886542,27.25652703,1.07,422.6,800,2,10,0,0.5,0.2,1,7.2,3.630368979
7.61,1.91,8,0,0,0,1.31087,11.93215,3.8,58.91462145,24.01089983,0.97,582.6,900,2,10,0,0.5,0.2,1,7.2,4.063995061
7.69,1.9,10,1,0,0,2.1,3.79,4,43.4,25.8,1.028404816,326.1994934,900,0.0125,5.900555195,0,0.1,0.3,0,6.8,0.740559782
7.83,1.83,6,0,0,0,1.82,4.606459434,5,28,11,1.22,1353,900,3,4.596557459,0,0.5,1,1,7.3,2.872002908
7.61,1.91,8,0,0,0,0.85,3.572951448,3,43.18047045,22.29689662,0.97,821,700,1,5,0,0.5,0.6,1,7.2,3.291456845
7.81,1.88,7,0,0,0,4.54,8.265691229,5,41.13242312,19.65648581,1.148786719,583.2846909,800,2,2,0,0.2,0.3,1,7,2.301423718
7.83,1.83,6,0,0,0,2.826781398,5.420706679,4.4,42.82608696,14.64080544,0.95,513.05528,900,1,10,0,0.1,0.4,1,6.8,3.176639581
7.81,1.88,7,0,0,0,0.6,10.64064329,4.1,52.43,27.22,1.02,733.2495942,800,3,4.453063802,0,0.1,2,1,6.8,3.010753739
9.35,1.65,10,0,0,0,0.42,5.126426228,4,38.23823824,30.43043043,1.0354602,690,975,0.75,5.974074009,0,0.1,0.4,0,7.5,3.788635253
7.61,1.91,8,1,0,0,3.2,7.352055808,5,47.38,17.67,0.978874495,399.3817123,500,1,20,0,0.1,0.2,1,6.8,3.343471956
7.61,1.91,8,0,0,1,4.05,9.6,4,63.87902162,15.5384147,1.032877833,648,800,1,3,1,1,0.25,1,13.8,4.180766801
7.81,1.88,7,0,0,0,0.011,4.709943213,3.6,44.74,34.78,1.027155236,24,500,1,5,1,0.5,0.7,0,3.9,4.948510244
7.81,1.88,7,0,0,1,1.2,6.572115238,4,35.546875,13.21022727,1.162309929,538.8921143,900,2,3,0,0.5,0.2,1,7.2,3.2346413
7.61,1.91,8,0,0,0,2.01,4.727602668,4,44.94940833,19.97942034,0.994499209,602.930251,1000,2,5,0,0.5,0.8,1,7.2,2.357605182
7.61,1.91,8,0,0,0,3.49,2.16,10.36,31.58754345,23.41411902,1,352,1000,4,3.87016356,0,0.5,0.028653295,1,7.3,1.874328111
7.61,1.91,8,0,0,0,5.51,7.817211967,3.79,52.2,21.2,1.027354606,882.3579746,1000,3,5,0,0.5,3,1,7.33,2.110836153
7.69,1.9,10,0,0,0,0.51,3.15,3,50,42.99363057,0.98,1075,1000,1,2,0,0.5,0.1,1,7.2,2.269475017
7.83,1.83,6,1,0,0,3.2,6.113147006,5,50.28,19.37,0.956250267,536.379432,500,1,20,0,0.1,0.2,1,6.8,2.7003496
7.81,1.88,7,0,0,0,8.01,6.526925691,5,32.47683242,9.537548777,1.144257351,676.4285953,1000,2,2,0,0.2,0.3,1,7,1.842238962
7.81,1.88,7,0,0,0,2.2,5.592864748,4,56.47655573,0,1.130457013,907.646741,1000,3,5,0,0.5,0.4,1,7.2,2.75467787
7.61,1.91,8,0,0,1,2.7,5.6,3,54.7,28.7,1.005647917,454.422902,800,1,5.676494715,0,0.5,0.425002936,0,7.3,2.410074762
7.83,1.83,6,0,0,0,4.58,8.93,4,36.54,36.17,1,1164.6,900,3,5,0,0.5,0.4,1,7.3,2.211733833
7.83,1.83,6,0,0,0,0.888072271,9.324758842,3.9,54.85955922,25.42427045,0.99,614,900,4,2,0,0.1,4,1,6.8,1.724967273
8.95,1.69,10,1,0,0,3.5,9.442286651,4,49.2,4.9,0.93,615.9,850,2,1,0,0.5,1.5,1,7.2,2.196744541
7.83,1.83,6,1,0,0,1.782184718,5.814259386,3,38.95363026,25.22727273,0.943377209,435.9137655,800,1,20,0,0.5,0.2,1,7.2,1.913762636
7.83,1.83,6,0,0,0,0.8,5.5,4,50.7,13.3,1.41,525.9,900,2,5,0,0.1,0.57,0,6.8,2.906606862
7.83,1.83,6,0,0,1,1.2,3.38488143,4.7,17.88255664,14.97286683,1.38,769.603795,1000,1,5,0,0.1,0.2,0,6.8,2.731993991
7.83,1.83,6,0,0,0,1.89,4.5,4,36.53056966,17.15239619,1.37780633,1090,1000,1,5,0,0.5,0.459,0,7.3,3.502223339
7.81,1.88,7,0,0,0,0.011,4.709943213,3.6,44.74,34.78,1.024677865,24,500,1,5,1,0.5,0.7,0,7.2,4.249199421
7.83,1.83,6,0,0,0,1.82,4.606459434,5,28,11,1.22,1353,900,3,3.949757669,0,0.1,0.2,1,6.8,3.099263009
7.83,1.83,6,0,0,0,0.931278099,4.046242775,3.8,49.5,36.9,0.948667068,199.25331,900,1,30,0,0.1,0.75,0,6.8,2.579697227
9.35,1.65,10,0,0,0,6.64,8.042909242,3,62.15550423,14.67282525,0.99,988,900,2,5,0,0.5,0.6,1,7.2,1.061760943
7.61,1.91,8,0,0,0,0.42,4.44,4,32.6,6.7,1.04,1650,800,5,2,0,0.5,0.255,0,7.2,2.922362845
7.61,1.91,8,0,1,0,2.723524824,6.306607453,4,42.32,15.78,1.02,314.4,900,2,2,0,0.5,0.2,0,7.3,3.266779068
7.83,1.83,6,0,0,0,0.86,4.290813177,4.2,13.47037559,66.88622021,1.04,1009,900,2,5,0,0.5,2,1,7.2,2.334752522
7.61,1.91,8,0,0,0,2.488518807,4.972270336,4,37.56243756,39.56043956,0.91,829,900,2,5,0,0.1,0.5,1,6.8,1.894356036
7.61,1.91,8,0,0,0,5.2,19.92,4,68.16499207,31.83500793,0.972337263,144.8,550,2,5,0,0.5,1,1,7.2,2.32252621
7.61,1.91,8,0,0,0,0.764919222,3.369601055,4,51.29750544,0,0.93,543.4726916,1100,1,8.071520373,0,0.1,0.6,1,6.8,3.225204846
9.35,1.65,10,0,0,0,0.1,0.61,4,68.85245902,14.75409836,3.11,1402.4,1000,1,8.863592753,0,0.5,1,1,7.2,3.140659987
7.83,1.83,6,0,0,0,3.721434048,4.886824379,4.4,43.80952381,17.07833765,0.91,1032.99823,900,1,10,0,0.1,0.4,1,6.8,2.765170886
7.83,1.83,6,0,0,0,0.3,4.03,4,39.6,8,1.16,732.7,900,2,5,0,0.1,0.57,0,6.8,3.333804151
7.61,1.91,8,0,0,0,1.3,2.074474243,4,44.655,23.042,0.920675785,294.3710129,800,1,10.36489402,0,0.5,0.2,0,7.2,3.531180788
7.61,1.91,8,0,0,1,1.84,5.863920513,4,32.10984231,48.54540511,1.005945963,819,800,1,10,0,0.5,1,1,7.2,2.176742802
7.61,1.91,8,1,0,0,2.013,7.33,4,36.63105128,21.98734454,1.115529381,429.0655657,750,3,4.576169511,0,0.5,0.2,0,7.2,3.142095418
7.61,1.91,8,0,0,0,2.72,1.71,4,24.56140351,11.11111111,0.847,732,800,2.5,5,0,0.1,1,1,6.8,2.614891222
7.83,1.83,6,0,0,0,1.3,4.52,4,53.09734513,23.67256637,0.99,1148,900,2,3,0,1,2,1,8.8,2.37422003
7.61,1.91,8,0,1,0,6.107048027,8.641170168,4,44.69627902,30.98060002,1,537.1664723,1000,2,5,0,0.5,0.8,0,7.2,2.395135667
7.61,1.91,8,0,0,0,1,1.79,4,7.11087,70.70166,1.269007201,993.5920172,1100,2,9.500001059,0,0.1,1.414,0,6.8,1.690936097
7.69,1.9,10,0,0,0,1.055565635,1.974237601,4,55,19,2.92,1213.553672,800,3,5,0,0.5,1.771739035,0,7.2,1.016859774
7.61,1.91,8,0,0,0,4.43,3.2,3.5,63.22647272,23.95245106,1.380857087,1564,650,2,10,1,0.1,2,1,13,2.883188629
7.61,1.91,8,0,0,0,3.882317736,8.665522184,4.1,47.6723306,25.60497416,1.074301081,741,900,2,5,0,0.5,1,1,7.2,2.905177787
7.61,1.91,8,0,1,0,4.468391032,4.86656449,4,45.18061,42.3732,1.372018598,896.4966161,700,0.5,2,0,0.5,0.746746139,1,7.2,2.30543498
7.83,1.83,6,0,0,0,0.38,5.413578309,4,56.7,31.2,0.94,550.1995086,1000,1,9.316550049,0,0.5,0.5,0,7.2,2.271071223
7.83,1.83,6,0,0,1,3.9,7.939083938,4,52.71,16.17,1.08,730.5940198,800,2,5.013314504,0,0.5,1,1,7.2,0.903853647
7.61,1.91,8,0,0,0,0.72,11.37,2.7,63.67634125,21.63588391,1.001966825,893,900,4,3,0,1,2,1,8.8,3.108151603
7.83,1.83,6,1,0,0,5.9,13.9,5,47.74,31.34,1.07,118,800,2,2,0,0.1,2,1,6.8,1.224668593
7.61,1.91,8,0,0,0,2,38.23361945,4,74.86590282,25.13409718,1.082188718,91.4,550,2,5,0,0.5,1,1,7.2,2.655874526
7.81,1.88,7,1,0,0,0.251,2.29,4,54.14847162,27.94759825,1,1575,1000,1,5,0,0.1,1,1,8,3.088633455
7.83,1.83,6,0,0,1,4.7,6.7,4,56,20,1.1,825.7289563,900,1.967713969,4.933231485,0,0.5,1,1,7.2,1.866079165
7.61,1.91,8,0,0,0,4.43,3.2,3.5,63.22647272,23.95245106,1.686755979,1564,650,2,10,1,0.5,2,1,7.2,3.111273542
7.61,1.91,8,0,0,0,1,3.87,4,31.5281963,27.20619888,0.972243799,492.7202714,950,2,5,0,0.1,1,1,6.8,2.599072276
7.61,1.91,8,1,0,0,1.5,4.957115045,4,39.16993831,20.39259675,1.096410213,398.4671967,1000,2,5,0,0.5,0.5,0,7.3,3.609941952
7.83,1.83,6,0,0,0,1.54072305,3.683715873,8,35,6,1.15,692.6,950,0.333,10,0,0.1,1,0,6.8,2.502902416
7.81,1.88,7,0,0,0,1.6,5.051205294,4,42.3580786,10.91703057,1.02,779,900,3,3,0,0.1,0.2,1,6.8,2.93893254
7.83,1.83,6,0,1,0,2.5,1.63,4.7,67,16,1.002570836,140,900,1,6.890985324,0,0.1,0.8,1,6.8,2.742482387
7.83,1.83,6,0,1,0,2.364327238,3.86,4,47.66839378,8.29015544,1.37,868.5081209,850,3,2,0,0.1,0.3,1,6.8,1.347409457
7.83,1.83,6,0,0,0,0.16,10.1,4,63.862496,16.90776129,1.03,678.2,950,2,4.212221209,0,0.5,1,1,7.2,3.384117208
7.61,1.91,8,0,0,0,5,4.791752391,4,44.54040716,0,1.295156703,821.3577926,750,2,3,0,0.5,0.2,0,7.2,3.332752284
7.83,1.83,6,0,0,0,3.796292065,9.106835458,4,55.4,23.6,1.04,514.4677186,700,2,2,0,0.5,2.5,1,7.2,1.268084059
7.83,1.83,6,0,0,0,0.4,3.770429861,4,24.1,16.53,1.033348485,742,1000,1,5.779426014,0,0.5,0.5,0,7.2,2.802770709
9.35,1.65,10,0,0,0,0.1,0.46,4,60.86956522,28.26086957,3.11,1402.4,1000,1,9.947334019,0,0.5,1,1,7.2,3.138886929
7.61,1.91,8,0,0,1,0.39,6.75,5,44.33962264,23.77358491,2.1,952,900,2,4.890201255,0,0.5,1,1,7.2,3.499028118
7.61,1.91,8,1,0,0,1.826387217,5.92,3.4,44.61917052,29.42200348,0.878172676,390.6150727,800,1,20,0,0.5,0.2,1,7.2,3.829113257
7.69,1.9,10,0,0,0,1.98,4.813460132,4,37.42,16.83,1.1,1347.1,1100,3,5,0,0.1,1.5,1,6.8,2.448046666
7.61,1.91,8,0,0,0,0.46,3.05,4.13,29.47316941,10.28352081,1.03,614,1000,4,3.69362502,0,0.5,0.217391304,1,7.3,4.195904248
7.83,1.83,6,0,0,0,1.74,5.15,4.4,52.91828794,37.54863813,0.98,1241,1000,1,2,0,0.5,0.1,1,7.2,2.52278315
7.61,1.91,8,0,1,0,2.099893798,3.908537959,4,33.54,6.66,1.03,369.4,1000,2,2,0,0.5,0.2,0,7.3,3.676001854
7.83,1.83,6,0,0,0,1.55,7.47844202,4,40.97,12.5,1.058035152,344,900,1,6.409257634,0,0.5,1,0,7.2,2.538433887
7.83,1.83,6,0,0,0,1.78,6.91,4,56.43994211,25.03617945,1.05,817.7,900,4,3,0,1,2,1,8.8,1.68120409
7.4,1.55,5,0,0,0,5,6.22,3,38.68594834,29.66647162,1.137967718,345,900,3,5.064324325,0,0.1,0.785,0,6.8,1.789605476
7.61,1.91,8,0,0,0,2.404145078,4.117975289,4,37.16283716,45.15484515,0.87,895.8,900,2,5,0,0.1,0.5,1,6.8,1.562493559
7.83,1.83,6,1,0,0,1.64,8.390841711,4,45.97,26.01,0.912,472.7010242,600,2,5,0,0.5,1,1,7.2,2.154809343
7.83,1.83,6,0,0,0,0.856793146,10.70991432,4.4,52.17496108,27.93663213,1.01,1050,900,4,2,0,0.1,4,1,6.8,2.04988739
7.61,1.91,8,0,1,0,0.17,2.3,3.2,57.72292994,28.125,1.435293653,971.9094346,850,3,2.2,0,0.5,2,0,7.2,3.478731706
7.61,1.91,8,0,1,0,6.11,7.347705754,4,58.5,15.6,1.07024545,451.681389,650,3,5,0,0.5,0.5,1,7.3,3.103713349
7.61,1.91,8,0,0,0,1,1.45,4,54.23719,15.32941,1.534502868,953.8692465,950,2,6.003049765,0,0.1,1.414,0,6.8,2.296746565
7.83,1.83,6,0,0,0,2.835854416,5.319885644,4.4,44.44444444,17.74625447,1.04,622.18399,900,1,10,0,0.1,0.4,1,6.8,3.007245419
7.83,1.83,6,0,1,0,2.981510761,4.64,4,48.81209503,20.95032397,1.45,867.3964733,850,3,2,0,0.1,0.3,1,6.8,1.984720545
7.83,1.83,6,0,0,1,1.215180107,11.54421102,4,25.80645161,24.78005865,1.04,493.8541556,900,2,5,0,0.1,0.4,0,6.8,2.290137749
7.61,1.91,8,0,1,0,2.14,4.054771776,4,56.95692026,13.73052246,0.91,113.21,1000,2,10,0,0.5,0.610493815,1,7.2,3.319048895
7.81,1.88,7,0,0,0,0.37,4.703854065,4,38.5,31.5,1.019225421,660,975,0.75,5.821192682,0,0.1,0.4,0,7.5,3.731787678
7.83,1.83,6,0,0,0,0.57,9.451166446,5,63.87,27.05,0.99,730.236858,900,6,5,0,1,0.75,1,13.8,2.909305114
7.61,1.91,8,1,0,0,5.0164692,3.699912124,4,41.26935925,23.53477073,1.052093871,250,900,2,3,0,0.5,0.1,0,7.3,2.898717643
9.35,1.65,10,0,0,0,0.01,0.61,4,68.85245902,14.75409836,2.89,1292.4,1100,1,8.660369953,0,0.5,1,1,7.2,3.849340756
7.61,1.91,8,0,0,0,0.44,6.28,4,32.9,8.9,1.05,924,800,5,2,0,0.5,0.255,0,7.2,3.570672961
7.61,1.91,8,0,0,0,0.97,7.13340806,4,45.7,43.8,0.97,631.0987364,1000,1,7.289453898,0,0.5,0.5,0,7.2,3.219352742
9.35,1.65,10,0,0,0,0.13,4.996471875,4,38.4,38.3,0.99,25.39,1000,1,1,0,0.5,4,1,7.3,3.388954775
7.83,1.83,6,0,0,0,0.9,7.430009163,4,57.40977324,0,1.13,952.026951,900,3,5,0,0.1,1,1,6.8,2.373878123
7.83,1.83,6,0,1,0,7.207207207,15.05791506,4,36.22,56.65,1.04,612.94,800,2,5.950476851,0,0.5,1,0,7.2,0.758273183
7.61,1.91,8,1,0,0,5.92,16.88,4.3,19.21556704,23.90290869,1.01,298,900,1,2.5,0,0.5,0.5,1,7.3,2.889291329
7.61,1.91,8,0,0,0,3.95,4.8,3.5,63.22647272,23.95245106,1.67643275,1564,650,2,10,1,0.5,2,1,7.2,3.012019932
7.83,1.83,6,0,0,0,0.33,4.903229477,4,38.8,28.9,0.953101416,448,975,0.75,10.41664716,0,0.1,0.4,0,7.5,3.747539081
7.61,1.91,8,0,0,0,5.44,10.35,2.4,53.71980676,29.75845411,1.060208987,871,1000,4,3,0,1,0.088,1,8.8,3.703316509
7.25,2.02,10,0,1,0,1.52,5.31897192,3.8,31.58645034,7.446880728,1.05,337.01,900,1,5,0,0.5,0.4,1,7.2,3.81700112
7.61,1.91,8,0,0,0,0.93,6.36,2.6,49.52830189,27.98742138,1.048462834,1011,1000,4,3,0,1,2,1,8.8,3.106745889
7.61,1.91,8,1,0,0,0.52,6.575740364,3.9,40.25185773,16.42180498,1.27,477.7384348,800,1,2.3,0,0.5,0.626819737,1,7.2,3.37886839
7.83,1.83,6,0,0,0,2.6,7.6,4.3,71.42857143,0,1.242865297,894.9727275,700,2,5,0,0.5,0.6,1,7.2,1.271830432
7.83,1.83,6,0,1,0,1.663482073,4.540856468,12,46.83,9.04,1.21,545.5,750,2,3,0,0.5,0.3,0,7.3,2.999560255
7.61,1.91,8,0,0,0,32.8,13.66841813,12,46.79,27.52,1.01761982,422.9044867,1000,2,5,0,0.5,0.767233907,1,7,0.914990244
7.83,1.83,6,0,0,0,0.856793146,10.70991432,4.4,52.17496108,27.93663213,1.01,1050,900,4,2,0,0.5,4,1,7.3,2.066059798
7.61,1.91,8,0,1,0,35.2,11.3,3.8,68.86919124,15.43830447,0.910013571,341.2798235,900,3,5,0,0.5,1,1,7.2,1.797758787
7.69,1.9,10,1,0,0,2.221241379,7.33,4,47.94932106,22.75102442,1.109533618,438.1264455,750,3,4.097252344,0,0.5,0.2,0,7.2,1.047437032
7.61,1.91,8,0,0,0,1.65,4.682281347,4,35.53190938,8.768789286,1.009520503,334.9,900,3,5,0,0.5,0.25,1,7.2,3.680575439
7.83,1.83,6,0,0,0,1.45,6.916123425,4,41.39,15.22,1.039780453,324.8,900,1,6.499653248,0,0.5,1,0,7.2,2.419963357
7.61,1.91,8,0,0,0,0.42,0,4,0,0,1.166624597,503.7426817,800,1,8.980060736,0,0.5,0.2,0,7.2,2.637756744
7.61,1.91,8,0,0,0,0.872,5.3,4,53.43117011,32.99115044,0.94,178.4,600,2,5,0,0.5,0.6,1,7.2,2.433776992
7.61,1.91,8,0,0,1,3.77,18.01518053,4.1,59.47159385,32.72319116,1.037799047,434.761263,700,2,5,0,0.5,1,1,7.3,2.077853672
7.81,1.88,7,0,0,0,0.61,4.409684529,3.3,55.23,2.6,1.05,1094,910,3,2,0,0.5,1,1,7.3,2.893891921
7.61,1.91,8,0,0,1,1.2,6.858753905,4,34.61342396,14.46049278,1.15682429,455.6586426,900,2,3,0,0.5,0.2,1,7.2,3.740862656
7.61,1.91,8,0,0,0,0.24,1.3,3.5,43.07692308,21.53846154,1.85339958,1564,850,2,10,1,0.5,2,1,7.2,3.085860033
7.83,1.83,6,0,1,0,1.75,2.8,4.7,61,15,1.055897879,224,900,1,5.286583338,0,1,0.8,1,8.8,3.327232633
7.83,1.83,6,1,0,0,9.9,23.9,4,58.52,23.15,1.13,23,800,2,2,0,0.1,2,1,6.8,0.16828984
7.83,1.83,6,0,0,0,0.52,0.461817582,4,33.22709163,18.0876494,0.65,204,1000,1,20,0,0.5,0.5,0,7.3,2.445713594
