"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"FLOWCELL","CL",8.20472440944882,181,"CL:FLOWCELL",5.6988375
"FLOWCELL","ENEG",8.15559424418681,129,"ENEG:FLOWCELL",5.6988375
"FLOWCELL","EPH",6.80705043448516,62,"EPH:FLOWCELL",5.6988375
"FLOWCELL","IP",7.90475221605051,100,"IP:FLOWCELL",5.6988375
"FLOWCELL","MNN",7.38727034120735,94,"MNN:FLOWCELL",5.6988375
"FLOWCELL","MT",7.85622703412073,230,"MT:FLOWCELL",5.6988375
"FLOWCELL","NC",8.47847769028871,121,"NC:FLOWCELL",5.6988375
"FLOWCELL","NDE",7.03144036703635,49,"NDE:FLOWCELL",5.6988375
"FLOWCELL","PTEMP",7.32736220472441,44,"PTEMP:FLOWCELL",5.6988375
"FLOWCELL","PTIME",5.23532359962542,29,"PTIME:FLOWCELL",5.6988375
"FLOWCELL","PYRID",6.92053805774278,60,"PYRID:FLOWCELL",5.6988375
"FLOWCELL","PYRRO",6.10765091863517,27,"PYRRO:FLOWCELL",5.6988375
"FLOWCELL","RAMAN",5.93130577427822,32,"RAMAN:FLOWCELL",5.6988375
"FLOWCELL","RR",4.97112860892388,21,"RR:FLOWCELL",5.6988375
"GRAPHENE","BET",7.06446194225722,63,"BET:GRAPHENE",8.0700625
"GRAPHENE","CL",9.84753280839895,160,"CL:GRAPHENE",8.0700625
"GRAPHENE","ENEG",8.76449175008903,138,"ENEG:GRAPHENE",8.0700625
"GRAPHENE","EPH",6.95593313993646,66,"EPH:GRAPHENE",8.0700625
"GRAPHENE","IP",8.20677260303702,109,"IP:GRAPHENE",8.0700625
"GRAPHENE","MNN",7.64396325459318,102,"MNN:GRAPHENE",8.0700625
"GRAPHENE","MT",9.45826771653543,221,"MT:GRAPHENE",8.0700625
"GRAPHENE","NC",8.87335958005249,131,"NC:GRAPHENE",8.0700625
"GRAPHENE","NDE",7.02663659085055,66,"NDE:GRAPHENE",8.0700625
"GRAPHENE","PTEMP",7.38982939632546,68,"PTEMP:GRAPHENE",8.0700625
"GRAPHENE","PTIME",5.24617839855445,40,"PTIME:GRAPHENE",8.0700625
"GRAPHENE","PYRID",7.16450131233596,78,"PYRID:GRAPHENE",8.0700625
"GRAPHENE","PYRRO",6.08963254593176,41,"PYRRO:GRAPHENE",8.0700625
"GRAPHENE","RAMAN",6.13056430446194,39,"RAMAN:GRAPHENE",8.0700625
"GRAPHENE","RR",4.97014435695538,32,"RR:GRAPHENE",8.0700625
"IP","BET",6.10671916010499,108,"BET:IP",3.6718625
"IP","CL",6.33217847769029,245,"CL:IP",3.6718625
"IP","ENEG",7.45321093657263,176,"ENEG:IP",3.6718625
"IP","EPH",6.23967398811991,108,"EPH:IP",3.6718625
"IP","IP",7.12532638846501,148,"IP:IP",3.6718625
"IP","MNN",7.01706036745407,111,"MNN:IP",3.6718625
"IP","MT",4.60795275590551,313,"MT:IP",3.6718625
"IP","NC",6.79808398950131,187,"NC:IP",3.6718625
"IP","NDE",6.32272325375774,94,"NDE:IP",3.6718625
"IP","PTEMP",6.26535433070866,129,"PTEMP:IP",3.6718625
"IP","PTIME",5.00627810970865,59,"PTIME:IP",3.6718625
"IP","PYRID",6.54304461942257,97,"PYRID:IP",3.6718625
"IP","PYRRO",5.46602362204724,83,"PYRRO:IP",3.6718625
"IP","RAMAN",5.51281496062992,94,"RAMAN:IP",3.6718625
"IP","RR",4.71686351706037,52,"RR:IP",3.6718625
