iter	Passed	Remaining
0	0	40
1	1	35
2	2	33
3	2	32
4	3	31
5	4	30
6	4	29
7	5	28
8	6	27
9	6	26
10	7	26
11	7	25
12	8	24
13	9	23
14	9	22
15	10	22
16	11	21
17	11	20
18	12	20
19	12	19
20	13	18
21	14	18
22	14	17
23	15	16
24	16	16
25	16	15
26	17	14
27	18	14
28	18	13
29	19	13
30	20	12
31	20	11
32	21	10
33	21	10
34	22	9
35	23	8
36	23	8
37	24	7
38	24	6
39	25	6
40	25	5
41	26	5
42	27	4
43	28	3
44	29	3
45	30	2
46	30	1
47	31	1
48	31	0
49	32	0
