iter	RMSE
177	0.1440927204
178	0.1438462612
179	0.1436531598
180	0.1435161139
181	0.1433737525
182	0.1431668223
183	0.1428397365
184	0.1424723269
185	0.1422683189
186	0.141889064
187	0.1415998826
188	0.1413475583
189	0.1409737173
190	0.1406506995
191	0.1404015388
192	0.1400122331
193	0.1395425108
194	0.1394100547
195	0.1391829208
196	0.13903626
197	0.1379663278
198	0.1376150482
199	0.137522862
200	0.1374324124
201	0.1371405483
202	0.1370588488
203	0.1369904792
204	0.1361398207
205	0.1358662758
206	0.1357399989
207	0.1355783472
208	0.1353919211
209	0.1352988601
210	0.1349720486
211	0.1345793806
212	0.1345013227
213	0.1337513896
214	0.1336780737
215	0.1334038803
216	0.1333235331
217	0.1330850421
218	0.1326901435
219	0.1326197157
220	0.1316811665
221	0.1307198596
222	0.1306498686
223	0.1302145884
224	0.1301504855
225	0.1298649714
226	0.1296051304
227	0.1286086501
228	0.1283763198
229	0.1276783567
230	0.1273242155
231	0.1265060347
232	0.1262907964
233	0.126076977
234	0.1253352343
235	0.1252017446
236	0.1244721862
237	0.1244148525
238	0.1243559365
239	0.1241272902
240	0.1239270368
241	0.1238570969
242	0.1231448984
243	0.1229922474
244	0.1222191515
245	0.1219687774
246	0.1212717545
247	0.1205374155
248	0.1203478261
249	0.1197137975
250	0.1195293826
251	0.118763644
252	0.1181187573
253	0.1171963371
254	0.1170330985
255	0.1169682329
256	0.1169188867
257	0.1161811925
258	0.1156452647
259	0.1150143715
260	0.1148082623
261	0.1142370697
262	0.1135990949
263	0.1130642252
264	0.1130138648
265	0.1127828245
266	0.1126362792
267	0.1124405755
268	0.1119194272
269	0.1117802836
270	0.111086871
271	0.1107787182
272	0.1101218145
273	0.1095554646
274	0.1090573485
275	0.1090129874
276	0.1088676594
277	0.1083409431
278	0.1082854877
279	0.1077512382
280	0.1071046009
281	0.106548817
282	0.1061370716
283	0.1058378567
284	0.1056629579
285	0.1056194999
286	0.1054299848
287	0.1047487175
288	0.1045984879
289	0.1042622664
290	0.1037850674
291	0.1034476206
292	0.1033147965
293	0.1030140939
294	0.1029645527
295	0.1024645673
296	0.102144951
297	0.1016717421
298	0.100907132
299	0.1008683991
300	0.1001283463
301	0.09992929262
302	0.09988220468
303	0.09930919351
304	0.09926405555
305	0.09847867067
306	0.09826157945
307	0.09787409999
308	0.09764963806
309	0.09698594271
310	0.09639975374
311	0.09636240424
312	0.09596063077
313	0.09569302176
314	0.09546470601
315	0.09504673795
316	0.09465609945
317	0.09425661385
318	0.09422057983
319	0.09389762647
320	0.09386217301
321	0.0933147172
322	0.09271064036
323	0.0926640009
324	0.09226444526
325	0.09180804438
326	0.09134885059
327	0.09088637955
328	0.09073877069
329	0.090471399
330	0.09013190922
331	0.08975367056
332	0.0891520626
333	0.08911016968
334	0.08907716327
335	0.08863525004
336	0.08835994373
337	0.08814191212
338	0.08756358455
339	0.08723598516
340	0.08686872521
341	0.08633968838
342	0.08600967048
343	0.08580703072
344	0.08558113954
345	0.08536461493
346	0.08506641974
347	0.08457474978
348	0.08454323509
349	0.08431915672
350	0.08427964168
351	0.08398283433
352	0.08365371644
353	0.08362096955
354	0.08324711546
355	0.08289783564
356	0.08259091881
357	0.08235234504
358	0.08216594652
359	0.08213754651
360	0.08210972207
361	0.08157274199
362	0.0815351464
363	0.08103555479
364	0.08083763168
365	0.08060652696
366	0.08056536218
367	0.08042997815
368	0.08039383702
369	0.08013565833
370	0.07997306051
371	0.07993883965
372	0.07963625583
373	0.07940229975
374	0.07909946721
375	0.07899638203
376	0.07896492888
377	0.07880370849
378	0.0786212051
379	0.07856039433
380	0.07833749466
381	0.07789931739
382	0.07779271351
383	0.07762234715
384	0.07751526938
385	0.07710492134
386	0.07685013321
387	0.07677410646
388	0.07658247
389	0.0761343071
390	0.07604304025
391	0.07591726477
392	0.07588754642
393	0.07586006247
394	0.07540063204
395	0.07518593084
396	0.07495435821
397	0.0746562881
398	0.07428864162
399	0.07413127205
400	0.07397845149
401	0.07367179104
402	0.07324336274
403	0.07313663549
404	0.07278218984
405	0.07257968243
406	0.07227739141
407	0.07215900985
408	0.07213564448
409	0.07208460184
410	0.07174743252
411	0.07159481878
412	0.0712902471
413	0.07105761968
414	0.07087887595
415	0.07072991798
416	0.07069973705
417	0.07031470985
418	0.0702368185
419	0.07020726683
420	0.07004324662
421	0.06972446561
422	0.06939207972
423	0.06915244942
424	0.06893240697
425	0.06867905359
426	0.06846755727
427	0.06818490294
428	0.06811707432
429	0.06805567082
430	0.06790168293
431	0.06788261837
432	0.06756538286
433	0.06732129591
434	0.06697109762
435	0.06683228297
436	0.06678417085
437	0.06642870567
438	0.06619427257
439	0.06609336264
440	0.06584007889
441	0.06582111903
442	0.06557864835
443	0.06533237892
444	0.0650789633
445	0.06506239862
446	0.06484971976
447	0.06465496443
448	0.0644467369
449	0.06426619378
450	0.06424906149
451	0.06391882924
452	0.06383052632
453	0.06374238647
454	0.06334786718
455	0.06324959249
456	0.06310605129
457	0.0628705494
458	0.06274719104
459	0.06256216137
460	0.06234135122
461	0.06206988454
462	0.06187993197
463	0.06164233747
464	0.06145209855
465	0.06127894538
466	0.06116311409
467	0.06088033934
468	0.06068530551
469	0.06043518922
470	0.06034189091
471	0.06024179841
472	0.06014945867
473	0.05994549098
474	0.05980662564
475	0.05953003358
476	0.05937425538
477	0.0592600091
478	0.05919675894
479	0.05912302931
480	0.05910541503
481	0.05904221437
482	0.05881322572
483	0.05866886368
484	0.05845837834
485	0.05839392752
486	0.05818036576
487	0.05805996191
488	0.05796499949
489	0.05777217152
490	0.05768434089
491	0.05765944146
492	0.05758006006
493	0.05723549311
494	0.05703353911
495	0.0568646042
496	0.05677114655
497	0.05672794222
498	0.05663665682
499	0.05635690733
500	0.05625921657
501	0.05609054362
502	0.05585589798
503	0.05580447917
504	0.05572059049
505	0.05558738881
506	0.05529957692
507	0.05513565191
508	0.05486293194
509	0.054636252
510	0.0545864924
511	0.05436912625
512	0.05429426846
513	0.05420547091
514	0.05417839467
515	0.05412179877
516	0.05409020403
517	0.0539797639
518	0.05387379249
519	0.05379411562
520	0.0537180692
521	0.05370386259
522	0.053642611
523	0.05355978719
524	0.05340857064
525	0.05319346731
526	0.05286479456
527	0.052623151
528	0.05255331103
529	0.05243673966
530	0.05240803311
531	0.05232086351
532	0.05219678292
533	0.05210282112
534	0.05190624892
535	0.05180057062
536	0.05171414883
537	0.05157748628
538	0.05145677432
539	0.05137004873
540	0.05129924706
541	0.05128508053
542	0.05107330905
543	0.05100735769
544	0.05090196402
545	0.05088473563
546	0.0508263435
547	0.05065033969
548	0.05052923301
549	0.05050292445
550	0.05037918276
551	0.05020200681
552	0.04999026509
553	0.04990972389
554	0.04978862319
555	0.04970824826
556	0.04961069711
557	0.04951947032
558	0.04950912635
559	0.04937207437
560	0.04930089565
561	0.04915070312
562	0.04892267759
563	0.04876017294
564	0.04863184379
565	0.04839355314
566	0.04832688654
567	0.048239407
568	0.04815708775
569	0.04808928415
570	0.04803884883
571	0.04802743638
572	0.04788714297
573	0.04782240107
574	0.04772163252
575	0.04751493629
576	0.04731796043
577	0.047302893
578	0.04729118328
579	0.0471869788
580	0.04705349993
581	0.04698042003
582	0.04696935912
583	0.04693793541
584	0.04688114137
585	0.04678027301
586	0.04670046703
587	0.04668775123
588	0.04655754547
589	0.04647231112
590	0.0463999698
591	0.04633152463
592	0.04617416631
593	0.04605016842
594	0.04590290254
595	0.04575034576
596	0.04559604178
597	0.0455690492
598	0.04547230431
599	0.04538384463
600	0.04529104367
601	0.04528086232
602	0.04521112511
603	0.04512472052
604	0.04497008131
605	0.04490659799
606	0.04487805755
607	0.04486874085
608	0.04486001235
609	0.04481407223
610	0.04469760349
611	0.04464031377
612	0.04445048185
613	0.04438163755
614	0.04425757087
615	0.04418822314
616	0.04417695687
617	0.04410396425
618	0.0440135813
619	0.04394446089
620	0.04381928351
621	0.04372305769
622	0.04357046634
623	0.04356137078
624	0.04339539664
625	0.04325382577
626	0.04324237013
627	0.04316676669
628	0.04308163199
629	0.0430084084
630	0.04292519542
631	0.04286166808
632	0.0428351928
633	0.04273088426
634	0.04270018664
635	0.04267925123
636	0.04259125214
637	0.04243836549
638	0.0423753378
639	0.04223997793
640	0.04223030247
641	0.04213715923
642	0.04199309652
643	0.04194598747
644	0.04191169953
645	0.04181307111
646	0.0416899811
647	0.04160596468
648	0.04153608173
649	0.04140842324
650	0.04129735584
651	0.04119897311
652	0.04113797746
653	0.04100725263
654	0.04092678317
655	0.0408248782
656	0.04077148499
657	0.04071760188
658	0.04060732806
659	0.04052329101
660	0.04042760574
661	0.0403224293
662	0.0403119774
663	0.04017186664
664	0.04010093851
665	0.03999514691
666	0.03997796188
667	0.03989912402
668	0.03984959346
669	0.03978038138
670	0.03969982343
671	0.03957283527
672	0.03947401814
673	0.03941610871
674	0.03939217603
675	0.03931953256
676	0.03926378052
677	0.0391663844
678	0.03913057347
679	0.03905542089
680	0.03897210388
681	0.03892394278
682	0.0388419346
683	0.03880138838
684	0.03872746133
685	0.0387059982
686	0.03869597786
687	0.03866292258
688	0.03865595892
689	0.0386066251
690	0.03853612142
691	0.03847934472
692	0.0384696951
693	0.03840865982
694	0.03838465445
695	0.03837634477
696	0.03836724172
697	0.03831255235
698	0.03823131299
699	0.03817227212
700	0.03815413009
701	0.03813546337
702	0.0381291124
703	0.03805483683
704	0.03795036434
705	0.03789713908
706	0.03782562932
707	0.03775193137
708	0.03757192715
709	0.03756570461
710	0.03754143249
711	0.03748505445
712	0.03739905341
713	0.037194891
714	0.03712773176
715	0.03708637278
716	0.03707969901
717	0.03702895715
718	0.0368416806
719	0.03678794175
720	0.03673299365
721	0.03656653819
722	0.03651849276
723	0.03644824425
724	0.0364014112
725	0.03627637912
726	0.03620191247
727	0.0360988168
728	0.03602218077
729	0.03593117635
730	0.03588502658
731	0.03583461251
732	0.03577059891
733	0.0357107926
734	0.03562072095
735	0.03552522473
736	0.03536739887
737	0.03530755915
738	0.03526895743
739	0.03518260106
740	0.03512280518
741	0.03498170891
742	0.03492542415
743	0.03485109307
744	0.03476203266
745	0.03468631738
746	0.03460235637
747	0.03447324249
748	0.03441401103
749	0.03432405197
750	0.03430350732
751	0.03421914614
752	0.03421198848
753	0.03413612569
754	0.0340824555
755	0.03403200342
756	0.03399082476
757	0.03393173157
758	0.03389658644
759	0.03385892948
760	0.03384583559
761	0.03377756211
762	0.0337471319
763	0.0336612159
764	0.03357279799
765	0.03355923896
766	0.0333731219
767	0.03331486346
768	0.03324649975
769	0.03316308739
770	0.03310958851
771	0.03310333142
772	0.03304783319
773	0.0329081594
774	0.03284541358
775	0.03274078559
776	0.03271676965
777	0.03266309441
778	0.03258261522
779	0.03254260279
780	0.03243198421
781	0.03236608283
782	0.03231284322
783	0.03223492372
784	0.03219772486
785	0.03213809913
786	0.03200740185
787	0.0320001257
788	0.03197210147
789	0.03192091836
790	0.0318089795
791	0.03175781823
792	0.03168267614
793	0.03164860046
794	0.03158411514
795	0.03153345317
796	0.03152610277
797	0.03149994673
798	0.03146473484
799	0.03137211305
