Relative Atomic Mass,Atomic Number,Ionization Potential,Electronegativity,Number of d electrons,ZIF or MOF Derived,Hard or Soft Templated,Graphene/Carbon Nanosheets or other 2D Structures,Polymer Derived,Carbon Nanofiber/Nanotubes,Carbon Black Derived,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),Pyridinic N Ratio,Pyrrolic N Ratio,Graphitic N Ratio,Oxidized N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Acid Wash,Pyrolysis Temperature (°„C),Pyrolysis Time (h),Rising Rate (°„C min-1),Flow Cell/H-type Cell,Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane Thickness (¶Ãm),Carbon Paper/Glassy Carbon,Electrode Area cm2,Electrolyte pH,FE of Product (CO) at -0.5V (vs.RHE),FE of Product (CO) at -0.6V (vs.RHE),FE of Product (CO) at -0.7V (vs.RHE),FE of Product (CO) at -0.8V (vs.RHE),FE of Product (CO) at -0.9V (vs.RHE),Potential for Maximum FE of Product (CO) (vs.RHE),"corresponding overpotential (eV) ¶«=E-Eo,CO£¨-0.11 eV£¨Formate£¨-0.011",Overpotential (V),Maximum FE,Partial Current Censity (CO) at -0.5V (vs.RHE),Partial Current Censity (CO) at -0.6V (vs.RHE),Partial Current Censity (CO) at -0.7V (vs.RHE),Partial Current Censity (CO) at -0.8V (vs.RHE),Partial Current Censity (CO) at -0.9V (vs.RHE),Partial Current Density at Maximum FE (mA/cm2),TOF Reported (h-1),CLCD@MFE
58.93,27,7.81,1.88,7,0,1,0,0,0,0,0,0.37,4.703854065,4,38.5,31.5,14.3,15.7,1.019225421,660,1,975,0.75,5.821192682,0,0.1,0.4,177.8,0,1.111333019,7.5,14.25,19.7,15.45,10.3,5.15,-0.55,-0.44,0.44,20,4.0614153,8.73521837,9.704094015,8.87550691,8.046919805,7.259392,,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.76,5.522640474,4,39.06093906,28.87112887,15.88411588,16.18381618,0.979381729,589,1,975,0.75,5.960854157,0,0.1,0.4,177.8,0,1.014665287,7.5,33,53.5,63.3,71.15,63.3,-0.75,-0.64,0.64,72.6,4.491927,14.2501423,28.12489263,39.77006092,51.41522921,36.73783608,,2
63.546,29,7.69,1.9,10,0,1,0,0,0,0,0,0.27,5.705748408,4,35.23523524,34.63463463,14.11411411,16.01601602,1.0232491,712,1,975,0.75,5.382588801,0,0.1,0.4,177.8,0,1.049007521,7.5,32.7,44.65,46,32.45,18.9,-0.65,-0.54,0.54,48.8,3.02659428,6.36842057,9.769848,11.28299156,12.79613512,8.40762024,,1
65.38,30,9.35,1.65,10,0,1,0,0,0,0,0,0.42,5.126426228,4,38.23823824,30.43043043,14.51451451,16.81681682,1.0354602,690,1,975,0.75,5.974074009,0,0.1,0.4,177.8,0,1.13101237,7.5,27.7,37.95,35.05,23.65,12.25,-0.65,-0.54,0.54,40.1,2.83092061,6.49502106,8.916954835,9.079204255,9.241453675,8.46616864,,1
0,0,0,0,0,0,1,0,0,0,0,0,0,4.998423688,0,25.17482517,48.85114885,10.98901099,14.98501499,1.110756859,688,1,975,0.75,5.021653435,0,0.1,0.4,177.8,0,0.730582978,7.5,43.8,47.35,39.65,31.4,23.15,-0.55,-0.44,0.44,49.8,3.63600444,6.091146615,7.57503734,9.10065886,10.62628038,5.1621186,,0
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,6,7.2,3,38.66247893,28.45870997,18.07108932,14.80772177,1.137967638,340,1,900,3,5.33162371,0,0.1,0.785,177.8,0,1,6.8,79.85274,72.24364,50.15366,36.67489,23.40939,-0.5,-0.39,0.39,79.85274,1.706413127,3.481847249,4.056157191,4.455588376,5.269992105,1.706413127,,0
54.938,25,7.4,1.55,5,0,0,0,1,0,0,0,5,6.22,3,38.68594834,29.66647162,21.26556884,10.3820112,1.137967718,345,1,900,3,5.064324325,0,0.1,0.785,177.8,0,1,6.8,80.4286,65.51342,47.27087,26.64801,10.86817,-0.5,-0.39,0.39,80.4286,2.35917191,3.485575998,4.367492765,3.750928586,2.646304842,2.35917191,,0
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,1.57,2.5,3.5,58.66666667,29.33333333,12,0,1.743553867,1564,1,600,2,10,1,0.5,2,177.8,1,1,7.2,8.56999,65.05288,82.583,78.24648,73.90996,-0.71,-0.6,0.6,82.72,0.45345,1.63946,15.73495,30.30556,43.48418,16.87962,,1
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,1.96,2.9,3.5,62.52873563,31.26436782,6.206896552,0,1.690039338,1564,1,650,2,10,1,0.5,2,177.8,1,1,7.2,18.45798,63.70915,89.5083,91.94934,95.56229,-0.9,-0.79,0.79,95.74,0.11873,5.5635,24.17513,46.14449,68.23767,68.23767,,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,0.95,2.2,3.5,53.03030303,26.51515152,20.45454545,0,1.795584242,1564,1,750,2,10,1,0.5,2,177.8,1,1,7.2,2.22352,49.45513,80.23385,88.58798,79.54777,-0.8,-0.69,0.69,88.84,0.27509,2.46817,8.77299,20.4366,27.33386,20.4366,,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,0.24,1.3,3.5,43.07692308,21.53846154,35.38461538,0,1.85339958,1564,1,850,2,10,1,0.5,2,177.8,1,1,7.2,3.23244,9.65825,32.05081,50.75648,57.31332,-0.89,-0.78,0.78,58.12,0.001,0.55778,1.54912,3.14834,5.59135,5.34198,,0
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,1.79,2.5,3.5,56.42837118,28.21418559,15.35744323,0,1.066592428,214,1,650,2,10,1,0.5,2,177.8,1,1,7.2,16.00178,66.5039,88.61014,91.35181,91.35181,-0.85,-0.74,0.74,92.47,0.81624,4.80117,18.26865,39.49915,52.42196,44.61308,,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,0.73,4.4,3.5,22.87636669,11.43818335,65.68544996,0,1.073653021,47,1,650,2,10,1,0.5,2,177.8,1,1,7.2,9.90839,48.73493,80.72914,86.23121,82.06153,-0.86,-0.75,0.75,86.56,0.33335,2.46068,9.42157,20.25612,35.86524,27.42622,,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,1.93,1.9,3.5,61.00364452,30.50182226,8.494533221,0,1.755946747,1369,1,650,2,10,1,0.5,2,177.8,1,1,7.2,14.22862,64.83648,90.20241,94.80402,94.04606,-0.73,-0.62,0.62,95.85,0.23341,4.57555,19.41382,43.52724,62.73209,27.77695,,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,1.99,5.2,3.5,58.22647272,28.95245106,12.82107622,0,1.707643396,1564,1,650,2,10,1,0.5,2,177.8,1,1,7.2,12.8359,70.17266,92.17423,95.83739,92.56734,-0.77,-0.66,0.66,97.28,0.74915,5.5836,25.22918,51.21938,73.45445,47.34709,,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,3.95,4.8,3.5,63.22647272,23.95245106,12.82107622,0,1.67643275,1564,1,650,2,10,1,0.5,2,177.8,1,1,7.2,63.29504,77.30573,91.31642,99.24744,99.36004,-0.81,-0.7,0.7,99.67,0.001,6.65879,28.10636,69.93053,115.74756,74.17337,,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,4.43,3.2,3.5,63.22647272,23.95245106,12.82107622,0,1.686755979,1564,1,650,2,10,1,0.5,2,177.8,1,1,7.2,34.56893,82.11027,96.8627,99.03541,97.51285,-0.79,-0.68,0.68,99.16,1.08184,8.03495,41.16005,110.46223,146.45485,104.5462,,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,4.43,3.2,3.5,63.22647272,23.95245106,12.82107622,0,1.380857087,1564,1,650,2,10,1,0.1,2,177.8,1,1,13,89.29069,99.37985,85.73051,72.08117,58.43183,-0.59,-0.48,0.48,99.54,29.25904,62.80807,73.14745,83.48683,93.82621,61.83343,,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,4.43,3.2,3.5,63.22647272,23.95245106,12.82107622,0,1.524454607,1564,1,650,2,10,1,1,2,177.8,1,1,13.8,98.26764,93.29315,74.85757,56.42199,37.98641,-0.39,-0.28,0.28,99.54,55.14482,66.55198,59.16927,51.78656,44.40385,25.00155,,2
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,23,17.3,3.8,68.41995036,23.90219237,8.2494662,0.081247068,0.91970594,286.0295932,0,700,3,5,0,0.5,1,177.8,1,1,7.2,78.3779,88.2978,91.30139,88.2978,85.29421,-0.7,-0.59,0.59,91.3,7.78278,13.81222,20.71958,27.62694,34.5343,20.71958,,2
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,23,18.7,3.8,68.48158175,23.80912967,8.643406243,0.320636265,0.951315319,306.128195,0,800,3,5,0,0.5,1,177.8,1,1,7.2,81.41948,90.34579,91.62226,90.34579,89.06932,-0.7,-0.59,0.59,91.62226,9.79393,16.18832,23.33961,30.4909,37.64219,23.33961,,2
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,35.2,11.3,3.8,68.86919124,15.43830447,10.13829862,5.077845346,0.910013571,341.2798235,0,900,3,5,0,0.5,1,177.8,1,1,7.2,82.87153,88.41956,90.13458,88.41956,86.70454,-0.7,-0.59,0.59,90.13458,7.42769,13.1949,20.17913,27.16336,34.14759,20.17913,,2
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,2.267041901,7.551594747,4.1,8.854891052,21.04775151,38.27074641,31.82661103,1.121643445,378,1,700,3,4.228338805,0,0.1,0.64773859,177.8,1,1.863106042,6.8,2.69601,12.16497,21.63393,44.9442,38.93557,-0.8,-0.69,0.69,44.9442,0.001,0.18454,0.3971,1.55981,1.905,0.3971,,0
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,1.841854557,5.112734201,2.6,17.39077374,24.68879668,40.45643154,17.46399805,0.985543626,354,1,800,3,4.837964598,0,0.1,0.606935766,177.8,1,1.598550114,6.8,0.01,27.18655,63.74799,74.55816,65.54522,-0.7,-0.59,0.59,63.74799,0.001,0.25539,1.37632,3.76897,5.01162,1.37632,,0
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,1.392,2.8,2.2,16.37870651,26.02148027,36.72659351,20.87321971,1.045503428,242,1,900,3,4.241535237,0,0.1,0.676186133,177.8,1,1.274780716,6.8,0.01,30.51275,70.34675,76.51633,69.00554,-0.8,-0.69,0.69,76.51633,0.001,0.22376,1.30501,3.89261,5.15684,3.89261,,0
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,0.931577257,2.473498233,1.7,31.52818991,28.07863501,26.2611276,14.13204748,0.958514627,135,1,1000,3,4.720051493,0,0.1,0.699085277,177.8,1,0.960103189,6.8,25.71122,55.32518,84.93914,88.72136,75.01417,-0.8,-0.69,0.69,88.72136,0.001,0.41414,1.78002,4.26782,5.8444,4.26782,,0
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,0.468573275,1.357246728,2.2,33.21637427,29.77777778,25.92982456,11.07602339,1.018978788,157,1,1100,3,4.209915213,0,0.1,0.701036469,177.8,1,0.956840226,6.8,27.8035,57.57841,87.35332,88.72136,80.29855,-0.8,-0.69,0.69,88.72136,0.001,0.294,1.60813,3.53959,4.6116,3.53959,,0
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,0.472082045,1.139508384,2.4,37.05744431,34.75967175,24.00937866,4.173505275,1.080572645,133,1,1200,3,4.205737598,0,0.1,0.719709098,177.8,1,1.038658718,6.8,0.01,33.35612,72.62682,73.056,73.21695,-0.9,-0.79,0.79,73.21695,0.001,0.0722,0.54721,1.39558,2.40659,2.40659,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,0.351,2.86,4,38.28954017,0,35.74406266,25.96639717,1.246563325,1102.2,0,1000,3,5,0,0.5,0.4,177.8,1,1,7.2,96.5856,89.34163,82.09766,74.85369,67.60972,-0.5,-0.39,0.39,96.65,4.836688116,8.187803023,,,,4.839913055,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,2.6,2.67,4,39.49896804,0,39.94021778,20.56081418,1.305348993,1168.43,0,1000,3,5,0,0.5,0.4,177.8,1,1,7.2,93.01994,91.66979,90.31964,88.96949,87.61934,-0.46,-0.35,0.35,93.7,11.51426863,26.4825773,,,,7.39987317,468,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,2.8,2.77,4,41.20558932,0,33.82417445,24.97023623,1.317824269,1370.71,0,1000,3,5,0,0.5,0.4,177.8,1,1,7.2,91.26704,89.19239,87.11774,85.04309,82.96844,-0.49,-0.38,0.38,91.52,10.63454502,22.56007339,,,,9.743521216,,1
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,1.65,4.682281347,4,35.53190938,8.768789286,48.11496023,9.197716492,1.009520503,334.9,1,900,3,5,0,0.5,0.25,127,1,1,7.2,15.87118,58.64659,81.50428,90.13882,89.68856,-0.8,-0.69,0.69,90.13,0.07066,1.09899,11.68705,18.05512,20.82782,18.05512,3079,1
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,0.11,8.01,4,68.15028581,11.16044176,20.68927243,0,1.04,347.2,0,950,2,4.269489743,0,0.5,1,177.8,1,1,7.2,45.35676,46.08971,35.88901,20.78752,5.68603,-0.52,-0.41,0.41,49.2,0.39293,0.41944,0.59606,0.52204,0.44802,0.37401,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,0.17,10.82,4,65.56014428,23.65518323,10.78467249,0,0.78,580.5,0,950,2,5.108895052,0,0.5,1,177.8,1,1,7.2,71.36042,74.34289,56.33292,34.30898,12.28504,-0.52,-0.41,0.41,77.5,1.1954,2.04813,2.26308,2.0849,1.90672,1.48652,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,0.16,10.1,4,63.862496,16.90776129,19.22974271,0,1.03,678.2,0,950,2,4.212221209,0,0.5,1,177.8,1,1,7.2,93.26272,95.92859,88.85939,76.18189,63.50439,-0.52,-0.41,0.41,99,2.7583,6.07015,9.04997,9.67824,10.30651,3.71912,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,2.7,5.71,4,46.25958761,18.06952884,17.78065544,17.89022811,1.072196267,583.1,0,950,2,5,0,0.1,0.6,177.8,0,1,6.8,87.30078,96.11483,92.75203,78.66976,64.58749,-0.56,-0.45,0.45,96.05,1.19705,2.73488,4.60562,6.01931,7.433,2.0556,,0
65.38,30,9.35,1.65,10,1,0,0,0,0,0,0,0.1,5.56,4,47.0357717,22.82958199,14.539791,15.59485531,1.073079504,637.2,0,950,2,5,0,0.1,0.6,177.8,0,1,6.8,43.48525,80.49017,96.55595,98.48817,96.55595,-0.86,-0.75,0.75,99.27,0.23269,1.0045,2.84881,5.69444,8.54007,7.68145,,0
65.38,30,9.35,1.65,10,1,0,0,0,0,0,0,4,9.51,4,46.64767966,20.44955542,16.16022322,16.74254171,1.127249137,858.9,0,950,2,5,0,0.1,0.6,177.8,0,1,6.8,40.29599,44.94519,34.60068,26.6888,18.77692,-0.56,-0.45,0.45,48.46,0.14431,0.23604,0.26148,0.30303,0.34458,0.21941,,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,0.872,5.3,4,53.43117011,32.99115044,10.39429695,3.183382498,0.94,178.4,1,600,2,5,0,0.5,0.6,177.8,1,1,7.2,23.61331,35.37966,54.55829,68.21659,59.94904,-0.8,-0.69,0.69,68.21,0.203586875,0.327470595,0.654022957,1.297315822,1.640025887,1.297315822,225,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,0.917,3.59,3,50.43117011,29.99115044,16.39429695,3.183382498,0.93,322.1,1,800,2,5,0,0.5,0.6,177.8,1,1,7.2,31.90677,59.50845,72.15598,91.33461,81.87488,-0.8,-0.69,0.69,91.33461,0.444930336,1.253884697,2.825700333,7.33632468,12.31909094,7.33632468,1120,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,0.889,2.83,2,47.43117011,26.99115044,22.39429695,3.183382498,0.91,280.8,1,900,2,5,0,0.5,0.6,177.8,1,1,7.2,37.55669,62.41116,76.95064,97.86572,86.98055,-0.8,-0.69,0.69,97.86572,0.600339934,1.478832436,4.477426854,11.80312452,19.06019579,11.80312452,1622,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0.73113,0,26.35439324,9.747584602,59.39602408,4.501998078,2.6,309,0,900,3,3.417064776,0,0.5,0.589,177.8,0,0.070685835,7.5,2.98069,6.54701,13.2466,27.53737,55.68584,-1,-0.89,0.89,65.11112,0.04738,0.01215,0.19865,0.55921,2.05739,3.42917,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,2.26784,0,31.19572751,53.79754576,14.45635778,0.550368951,2.9,312,0,500,3,2.25147049,0,0.5,0.589,177.8,0,0.070685835,7.5,3.82132,6.11396,10.11333,20.40472,38.66938,-1,-0.89,0.89,39.68833,0.01216,0.04738,0.0826,0.23387,0.88454,1.46475,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1.83089,0,29.41815466,39.45617489,25.96238713,5.163283319,2.8,327,0,700,3,3.135616437,0,0.5,0.589,177.8,0,0.070685835,7.5,5.24785,8.25375,20.83777,42.66876,86.38168,-1,-0.89,0.89,86.38168,0.02458,0.1054,0.4556,1.69683,5.32315,6.75295,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1.0745,0,25.07758566,35.80024067,29.33054658,9.791627082,2.6,321,0,700,3,3.470521156,0,0.5,0.589,177.8,0,0.070685835,7.5,2.54764,3.54111,9.24723,12.83902,19.97167,-0.9,-0.79,0.79,19.97167,0.001,0.02458,0.07017,0.14062,0.27946,0.27946,,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0.53623,0,26.99242002,38.06689221,31.52755771,3.413130059,2.4,301,0,700,3,4.179670164,0,0.5,0.589,177.8,0,0.070685835,7.5,2.26742,4.84027,7.41312,9.83312,15.41187,-0.9,-0.79,0.79,15.41187,0.05981,0.05981,0.05981,0.09504,0.07017,0.07017,,0
63.546,29,7.69,1.9,10,0,0,1,0,0,0,0,1.3,5.650482986,3.6,37.01709202,24.52977445,38.45313354,0,1.123898584,646,1,900,1,5,0,0.1,0.5,177.8,0,1.5,6.8,69.14575,69.14575,72.16639,63.28391,43.51517,-0.7,-0.59,0.59,72.16639,5.585386248,11.3865833,21.07820764,27.39264295,25.24658782,21.07820764,,2
63.546,29,7.69,1.9,10,0,0,1,0,0,0,0,1.4,4.776087741,3.7,16.70945418,20.57149235,14.14220337,48.57685009,1.124477534,673,1,900,1,5,0,0.1,0.5,177.8,0,1.5,6.8,66.76169,71.707,64.38061,62.12165,55.28369,-0.6,-0.49,0.49,71.707,2.965514213,4.774216207,5.625532635,7.161433509,7.956694027,4.774216207,,0
65.38,30,9.35,1.65,10,1,0,0,0,0,0,0,7.54,10.28,4,69.35797665,15.6614786,9.824902724,5.155642023,0.89,368.3,1,900,4,3,0,1,2,127,1,1.685367555,8.8,0.05,0.05,3.32,2.6,1.88,-0.74,-0.63,0.63,5.14,0.12216,0.12216,0.1998,0.2081,0.2164,0.23069,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.78,6.91,4,56.43994211,25.03617945,11.72214182,6.801736614,1.05,817.7,1,900,4,3,0,1,2,127,1,2.277920029,8.8,81.53096,71.459,56.80732,40.3726,23.93788,-0.43,-0.32,0.32,84.81,2.3926,2.97196,2.82596,2.41074,1.99552,1.64005,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.47,10.15,4,70.14778325,15.27093596,11.42857143,3.15270936,0.94,705,1,900,4,3,0,1,2,127,1,2.438486238,8.8,89.3195,81.61795,67.50061,47.50233,27.50405,-0.43,-0.32,0.32,93.19,4.98685,6.70735,6.70181,6.02916,5.35651,3.45674,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,2.04,9.51,4,72.55520505,18.29652997,7.150368034,1.997896951,1.02,724.2,1,900,4,3,0,1,2,127,1,2.42327977,8.8,83.49411,78.78033,68.56892,56.58319,44.59746,-0.43,-0.32,0.32,85.29131,6.34317,8.82833,9.46333,9.29567,9.12801,4.79104,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.47,10.15,4,70.14778325,15.27093596,11.42857143,3.15270936,0.94,705,1,900,4,3,0,0.1,2,127,1,1.953163891,6.8,87.84456,90.54495,90.97938,87.98516,84.99094,-0.67,-0.56,0.56,91.7,2.07107,3.43773,5.08299,6.56073,8.03847,4.61855,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.47,10.15,4,70.14778325,15.27093596,11.42857143,3.15270936,0.94,705,1,900,4,3,0,0.5,2,127,1,2.011594904,7.2,89.9211,88.71757,85.39294,80.21852,75.0441,-0.53,-0.42,0.42,90.3,3.33654,4.81681,5.90933,6.56594,7.22255,3.83238,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,0.27,10.15,4,59.21938089,20.86137281,15.61238223,4.306864065,0.94,705,1,900,4,3,0,1,2,127,1,2.397485497,8.8,87.70795,80.05736,68.72504,51.7741,34.82316,-0.43,-0.32,0.32,90.3,5.09702,5.78268,4.64018,3.66256,2.68494,3.88328,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,0.64,10.15,4,61.49936468,19.69504447,14.73951715,4.066073698,0.94,705,1,900,4,3,0,1,2,127,1,2.534032284,8.8,81.56893,74.37474,62.45567,48.41599,34.37631,-0.33,-0.22,0.22,84.89,6.06472,7.58943,7.66388,6.72374,5.7836,1.95102,,0
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,0.4726206,3.308344198,4,37.8,44.1,13,5.1,0.95753241,55.93264,1,900,1,30,0,0.1,0.75,50,0,1,6.8,63.32399,68.02332,59.46703,40.73097,21.99491,-0.58,-0.47,0.47,68.6,0.44239,1.09122,1.35782,1.22496,1.0921,1.03213,,0
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,0.472466601,3.76344086,3.5,41,45.9,10.5,2.6,0.943136289,85.99306,1,900,1,30,0,0.1,0.75,50,0,1,6.8,68.68708,72.16086,46.19785,33.20354,20.20923,-0.62,-0.51,0.51,72.62,0.9808,1.7,2.79418,2.73464,2.6751,1.66098,,0
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,0.927554774,4.365904366,3.8,46.5,42.1,8.6,2.8,0.943834423,102.20606,1,900,1,30,0,0.1,0.75,50,0,1,6.8,32.03734,63.06677,32.03734,24.58376,17.13018,-0.53,-0.42,0.42,72.76,1.39986,4.35222,5.22203,4.31948,3.41693,1.64181,,0
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,0.931278099,4.046242775,3.8,49.5,36.9,10.1,3.5,0.948667068,199.25331,1,900,1,30,0,0.1,0.75,50,0,1,6.8,82.82037,80.75729,67.38979,44.27165,27.31271,-0.52,-0.41,0.41,85.58,2.17919,3.92222,4.46128,5.40341,4.71316,2.54707,,0
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,0.927554774,4.142011834,4,45.1,40.3,10.7,3.9,0.966552058,145.88309,1,900,1,30,0,0.1,0.75,50,0,1,6.8,77.09915,57.88464,32.40346,22.12795,11.85244,-0.53,-0.42,0.42,77.3,1.78291,3.42351,3.57476,4.09576,4.61676,2.26237,,0
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,5,4.890768374,4,44.54040716,0,55.45959284,0,1.289380073,791.9699768,1,750,2,3,0,0.1,0.2,177.8,0,2,6.8,11.87135,31.96411,58.86022,88.82668,62.78695,-0.82,-0.71,0.71,92.62,0.41497,1.26161,5.78365,18.13542,20.60089,19.51989,28800,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,5,4.791752391,4,44.54040716,0,55.45959284,0,1.295156703,821.3577926,1,750,2,3,0,0.5,0.2,177.8,0,2,7.2,23.85157,59.9043,88.7687,75.68062,63.75339,-0.75,-0.64,0.64,95.63,0.92759,3.91095,13.20314,21.5325,23.30902,19.64958,28800,1
58.693,28,7.61,1.91,8,0,0,0,1,0,0,0,5,5.143888143,4,44.54040716,0,55.45959284,0,1.230259538,728.7335531,1,750,2,3,0,1,0.2,177.8,0,2,8.8,65.20158,86.08449,90.41987,89.70197,70.98368,-0.78,-0.67,0.67,92.5,21.37377,31.02456,40.99812,50.15333,53.32603,48.81864,28800,2
118.71,50,7.37,1.96,10,0,0,0,1,0,0,0,43.33410461,2.497919451,4,25.6,0,74.4,0,1.029338078,610.3448505,0,900,2,3,0,0.1,0.325,177.8,1,1,6.8,37.94337,39.56563,38.88767,24.35994,15.54646,-0.6,-0.49,0.49,39.56563,0.273400953,0.524838082,1.255045107,2.20363184,2.76004544,0.524838082,,0
118.71,50,7.37,1.96,10,0,0,0,1,0,0,0,16.24969381,2.370282849,4,24.8,0,75.2,0,1.3,763.4571952,0,1000,2,3,0,0.1,0.325,177.8,1,1,6.8,62.51944,54.50498,36.17583,25.18318,15.13484,-0.5,-0.39,0.39,62.51944,0.24290678,0.288680176,0.714092796,1.855846749,2.362843653,0.24290678,,0
118.71,50,7.37,1.96,10,0,0,0,1,0,0,0,1.54839972,1.380985766,4,0,0,100,0,1.159866736,598.1531838,0,1100,2,3,0,0.1,0.325,177.8,1,1,6.8,21.6481,27.07179,32.64075,18.2583,14.04526,-0.7,-0.59,0.59,32.64075,0.033794849,0.080462774,0.172878468,0.428609941,0.800714654,0.172878468,,0
54.938,25,7.4,1.55,5,1,0,0,0,0,0,0,1.184569487,3.685327292,4,48.2,29.2,10.2,12.4,1.098105433,311,0,1050,1,5.609908958,0,0.1,0.8,177.8,0,0.196,6.7,80.68152,72.29049,63.89946,55.50843,47.1174,-0.5,-0.39,0.39,80.68152,0.12233,0.17,,,,0.12233,,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,0.812143479,7.444648555,5,47.2,31.5,10.9,10.4,1.066881382,333,0,1050,1,7.225346739,0,0.1,0.8,177.8,0,0.196,6.7,86.706,76.6381,66.5702,56.5023,46.4344,-0.5,-0.39,0.39,86.706,0.40214,0.70101,,,,0.40214,,0
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,1.098371712,4.833477856,3.8,49.4,30,12.6,8,0.975127727,283,0,1050,1,6.432833635,0,0.1,0.8,177.8,0,0.196,6.7,32.99297,46.52451,32.99297,33.99297,34.99297,-0.6,-0.49,0.49,46.52451,0.36429,1.24338,,,,1.24338,,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,1.019820972,4.587595908,4.3,47.85214785,26.67332667,11.98801199,13.48651349,0.967502515,223,0,1050,1,6.741439037,0,0.1,0.8,177.8,0,0.196,6.7,68.56914,86.67596,68.56914,69.56914,70.56914,-0.6,-0.49,0.49,86.67596,0.1662,0.51896,,,,0.51896,,0
63.546,29,7.69,1.9,10,1,0,0,0,0,0,0,0.820591724,3.926659615,3.9,47.15284715,25.57442557,13.28671329,13.98601399,1.00587278,321,0,1050,1,6.077007809,0,0.1,0.8,177.8,0,0.196,6.7,47.57856,40.77032,33.96208,27.15384,20.3456,-0.5,-0.39,0.39,47.57856,0.14603,0.17602,,,,0.14603,,0
65.38,30,9.35,1.65,10,1,0,0,0,0,0,0,2.77294826,5.070993915,4.1,50.14985015,26.47352647,12.48751249,10.88911089,1.024666886,233,0,1050,1,5.662779782,0,0.1,0.8,177.8,0,0.196,6.7,42.25165,51.89509,42.25165,43.25165,44.25165,-0.6,-0.49,0.49,51.89509,0.05512,0.1035,,,,0.1035,,0
